row_id,utc,actor,role,venue,event,names_metr,metr_language,views,url,source_note,notes
IF130,2026-09-13,The Information (paywalled) / Matt Stoller BIG (Sep 14),press,press,"The Information: Anthropic, OpenAI and Google sub-CEO working groups ""have met regularly since July"" on an industry-led standards and auditing body; Altman told staff labs may need to build a testing/auditing body themselves. Stoller: ""backchannel conversations about establishing an AI standards organization, which presumably would coordinate this cartel""",unknown,,0,https://www.theinformation.com/ ; https://www.thebignewsletter.com/,agent S6 press sweep 2026-09-14 (research/press_sweep.csv; fxtwitter JSON in research/agents-2026-09-14/S6-press/docs/),"press_sweep PR27–PR28; paywalled, read via syndicated summaries; ties to finra_proposals (Hassabis FINRA-style body) | audit-2 2026-09-14: was {""names_metr"": ""no""}; source limits reviewed in AUDIT-2 findings 37-39."
IF131,2026-09-13 to 2026-09-14 (some items date-only),"Nine candidate outlets (seven with recovered text, one snippet-only, Forbes unverified)",press,press,"Seven outlets have recovered text mentioning METR in the Sacks coverage (PR01-PR07); Neowin PR08 has only a search snippet, and Forbes PR09 body and METR mention remain unverified. The recovered passages contain no identified METR funder or reported METR comment request; this cannot establish absence in the inaccessible bodies or prove no request was made. Some items have no precise publication time.",yes,,0,research/press_sweep.csv,agent S6 press sweep 2026-09-14 (research/press_sweep.csv; fxtwitter JSON in research/agents-2026-09-14/S6-press/docs/),"press_sweep PR01–PR09, PR21–PR23; NYT (two pieces) and WSJ unread (PR43–PR45) | audit-2 2026-09-14: was {""actor"": ""Nine further outlets (Tech Insider, Eastern Herald, ITmedia, Digital Today, Shelly Palmer, ZeroHedge, Parekh, Neowin, Forbes)"", ""utc"": ""2026-09-13 18:14 to 2026-09-14 02:49"", ""event"": ""Sacks's \""intertwined with Anthropic's investors and staff\"" sentence carried by nine more outlets Sep 13 18:14 to Sep 14 02:49 UTC, including Japanese and Korean trade press; none names an investor, a staff tie or a dollar figure, none reports asking METR for comment; Eastern Herald, Winzheng and Karmactive overstate the essay as having granted or signed METR""}; source limits reviewed in AUDIT-2 findings 37-39."
IF132,2026-09-09 15:34,Anuja Uppuluri (@heyanuja),"Coefficient Giving Technical AI Safety team (Tailwind); ex-Anthropic, per her own posts",X post,"""After leaving Anthropic, I've been working on Tailwind for the past bit of time on the Technical AI Safety team at Coefficient Giving. Money is not at all a bottleneck at this moment, there could be $200 million dollars waiting for the right ambitious idea""",no,"After leaving Anthropic, I’ve been working on Tailwind for the past bit of time on the Technical AI Safety team at Coefficient Giving 

Money is not at all a bottleneck at this moment, there could be $200 million dollars waiting for the right ambitious idea … so JUMP to start something!  

SO many people want to make AI go well, if you haven’t yet taken decisive action, consider applying to Tailwind and reach out! 

https://coefficientgiving.org/tailwind/",23257,https://x.com/heyanuja/status/2097710124731109677,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),"Sep 9 15:34 UTC, four hours before Anthropic named METR; establishes the IF96 poster as Coefficient Tailwind staff and ex-Anthropic | audit-2 2026-09-14: was {""metr_language"": ""After leaving Anthropic, I've been working on Tailwind for the past bit of time on the Technical AI Safety team at Coefficient Giving. Money is not at all a bottleneck at this moment, there could be $200 million dollars waiting for the right ambitious idea … so JUMP to start something!""}. See research/AUDIT-2.md. | audit-2 2026-09-14: was {""metr_language"": ""After leaving Anthropic, I’ve been working on Tailwind for the past bit of time on the Technical AI Safety team at Coefficient Giving   Money is not at all a bottleneck at this moment, there could be $200 million dollars waiting for the right ambitious idea … so JUMP to start something!    SO many people want to make AI go well, if you haven’t yet taken decisive action, consider applying to Tailwind and reach out!   https://coefficientgiving.org/tailwind/""}"
IF133,2025-12-29 20:10,Anuja Uppuluri (@heyanuja),then Anthropic (per post),X post,"""getting to contribute to opus 4.5 was truly the gift of a lifetime!""",no,getting to contribute to opus 4.5 was truly the gift of a lifetime! The priority for Claude's future should be preparing it to automate alignment research,105189,https://x.com/heyanuja/status/2005733267321057462,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),Anthropic employment evidence for IF96/IF132; role at Anthropic not stated
IF134,2026-09-12 16:30,Luke Muehlhauser (@lukeprog),"Coefficient Giving, managing director, AI governance and policy",X post,"""A lot of high-skill, high-context people should be applying to METR right now even at large cost to their current workstreams.""",yes,"A lot of high-skill, high-context people should be applying to METR right now even at large cost to their current workstreams.",20724,https://x.com/lukeprog/status/2098811386138706208,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),"Coefficient's AI grantmaking head recruiting for METR, Sep 12; Coefficient has no direct grant to METR (M33)"
IF135,2026-09-09 21:17,Catherine Brewer (@wilhelmscreamin),"Coefficient Giving, associate program officer, AI safety grantmaking",X post,"""metr just can't stop winning"", two hours after Anthropic named METR",yes,metr just can't stop winning,1056,https://x.com/wilhelmscreamin/status/2097796470086803502,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),"Sep 9; Brewer and Mendel D20 explicitly mention METR. Uppuluri IF132 advertises Tailwind without naming METR. | audit-2 2026-09-14: was {""notes"": ""Sep 9; third Coefficient grantmaker to cheer METR that day (Mendel D20 19:45; Uppuluri IF132 15:34)""}"
IF136,2026-09-13 12:02,Alex Lawsen (@lxrjl),"Coefficient Giving, senior program officer, AI grantmaking",X post,"Points Logan Graham and Sriram Krishnan to Tailwind's ""independent AI auditors"" initiative as ""one of the things we're keen to support""",no,"Seems worth emphasising given the number of ""we're going to need more audit capacity"" takes on the timeline, including from heavyweights like @logangraham and @sriramk, that this is one of the things we're keen to support via tailwind!",1545,https://x.com/lxrjl/status/2099106341201522718,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),links coefficientgiving.org/tailwind/initiatives/#independent-ai-auditors (M123)
IF137,2026-07-23 16:26,Mike McCormick (@MikeMcCormick_),Halcyon Futures founder and CEO,X post,"Seven weeks before the essay: ""Who wants a $250k career transition grant or a $1m pre-seed check to focus on AI control, verification, oversight? Founder types wanted""",no,"Who wants a $250k career transition grant or a $1m pre-seed check to focus on AI control, verification, oversight? Founder types wanted",164246,https://x.com/MikeMcCormick_/status/2080328645525291141,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),"pre-dates Sep 9; M125, M131"
IF138,2026-09-10 23:58,Mike McCormick (@MikeMcCormick_),Halcyon Futures,X post,"""Halcyon is about to release our own RFP but tbh it's gonna be hard to beat CG / Tailwind. Maybe we should just link to their doc instead!""",no,Halcyon is about to release our own RFP but tbh it's gonna be hard to beat CG / Tailwind. Maybe we should just link to their doc instead!,2458,https://x.com/MikeMcCormick_/status/2098199402305524164,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),"McCormick favorably compares Tailwind’s RFP with Halcyon’s forthcoming RFP and suggests linking it; the post does not establish a shared funding pipeline or agreement. | audit-2 2026-09-14: was {""notes"": ""Halcyon and Coefficient as one pipeline, in McCormick's words""}. See research/AUDIT-2.md."
IF139,2026-09-12 20:43,Mike McCormick (@MikeMcCormick_),Halcyon Futures,X post,"""We need 10 more METRs""",yes,We need 10 more METRs,3312,https://x.com/MikeMcCormick_/status/2098875068843765982,fxtwitter refetch 2026-09-14 08:15 UTC (research/fx-lane12/); located by Grok G12 lane (research/grok-out/G12-halcyon-tailwind.csv),"two minutes before Graham named him ""person #1"" (IF92)"
IF140,2026-09-13,"New York Times (Kalley Huang, Mike Isaac)",press,press,"""Some in Silicon Valley Are Questioning the Calls for an A.I. Slowdown"": quotes Sacks (""Stop pretending the motivation to slow down is purely altruistic""), names METR and Redwood once (""critics questioned whether Anthropic had too many ties to two organizations mentioned by Dr. Amodei, the nonprofit groups METR and Redwood Research""), then Bill Gurley: ""If we're going to regulate, it can't be anyone they know, and they can't write the rules."" No funder named; no request to METR for comment is reported in the article",yes,"critics questioned whether Anthropic had too many ties to two organizations mentioned by Dr. Amodei, the nonprofit groups METR and Redwood Research",0,https://www.nytimes.com/2026/09/13/technology/silicon-valley-ai-slowdown.html,Kevin browser PDF 2026-09-14 (research/press-pdfs/nyt-2026-09-13-silicon-valley-ai-slowdown.pdf); press_sweep PR43,"the only major-paper item located that names METR; it does not repeat Sacks's ""intertwined with Anthropic's investors and staff"" sentence | audit-2 2026-09-14: was {""event"": ""\""Some in Silicon Valley Are Questioning the Calls for an A.I. Slowdown\"": quotes Sacks (\""Stop pretending the motivation to slow down is purely altruistic\""), names METR and Redwood once (\""critics questioned whether Anthropic had too many ties to two organizations mentioned by Dr. Amodei, the nonprofit groups METR and Redwood Research\""), then Bill Gurley: \""If we're going to regulate, it can't be anyone they know, and they can't write the rules.\"" No funder named; no METR comment sought""}; source limits reviewed in AUDIT-2 findings 37-39."
IF141,2026-09-13,New York Times (Emmy Martin),press,press,"""What Anthropic's C.E.O. Argued in His Call for Slower A.I. Development"": explains the three-step plan; ""independent reviewers ... employee-like access, including desks, badges and laptops""; names no evaluator organization",no,,0,https://www.nytimes.com/2026/09/13/technology/anthropic-ceo-slower-ai-development.html,Kevin browser PDF 2026-09-14 (research/press-pdfs/nyt-2026-09-13-anthropic-ceo-slower-ai-development.pdf); press_sweep PR44,
IF142,2026-09-12,New York Times (Mike Isaac),press,press,"""Anthropic C.E.O. Dario Amodei Calls for A.I. Slowdown"": reports the essay and Altman's reply; describes ""embedded evaluators, or outside specialists""; names no evaluator organization",no,,0,https://www.nytimes.com/2026/09/12/technology/anthropic-dario-amodei-ai-slowdown.html,Kevin browser PDF 2026-09-14 (research/press-pdfs/) nyt-2026-09-12-anthropic-dario-amodei-ai-slowdown.pdf,the Times's first-day story does not name METR although the essay does
IF143,2026-09-13,"New York Times (David E. Sanger, Dustin Volz)",press,press,"""As Fears of A.I. Catastrophe Magnify, Washington Stirs, but Mostly Slumbers"": nine-page Washington piece; quotes Sacks on motive; no METR, evaluator or funder mention",no,,0,https://www.nytimes.com/2026/09/13/us/politics/ai-catastrophe-fears-washington.html,Kevin browser PDF 2026-09-14 (research/press-pdfs/) nyt-2026-09-13-ai-catastrophe-fears-washington.pdf,
IF144,2026-09-13,"New York Times (Michael Gold, Tony Romm)",press,press,"""Top Lawmakers Agree A.I.'s Risks Are Rising but Say They Have No Quick Fix"": Johnson and Jeffries; no METR, evaluator, Sacks or funder mention",no,,0,https://www.nytimes.com/2026/09/13/us/politics/congress-ai-risks-johnson-jeffries.html,Kevin browser PDF 2026-09-14 (research/press-pdfs/) nyt-2026-09-13-congress-ai-risks-johnson-jeffries.pdf,
IF145,2026-09-12,Wall Street Journal (Robert McMillan),press,press,"""Anthropic Boss Dario Amodei Calls for AI Slowdown; Elon Musk and Sam Altman Say They Agree"": reports ""embedded third-party safety evaluators"" and quotes Altman's ""independent evaluators with employee-like access""; names no evaluator organization",no,,0,https://www.wsj.com/tech/ai/anthropic-boss-warns-ai-industry-must-slow-the-pace-a4267b56,Kevin browser PDF 2026-09-14 (research/press-pdfs/) wsj-2026-09-12-anthropic-boss-warns-slow-the-pace.pdf,the Journal's first-day story does not name METR although the essay does
IF146,2026-09-13,"Wall Street Journal (James Romoser, Meridith McGraw, Amrith Ramkumar)",press,press,"""Trump Sees Race Against China as Key Issue on AI Regulation"": Trump and Sacks; quotes Sacks's ""Stop pretending you need anyone else's permission"" line; no METR, evaluator or funder mention",no,,0,https://www.wsj.com/tech/ai/trump-defends-white-houses-light-touch-on-ai-regulation-c4ed2488,Kevin browser PDF 2026-09-14 (research/press-pdfs/) wsj-2026-09-13-trump-china-ai-regulation.pdf,
IF147,2026-09-13,"Wall Street Journal (Amrith Ramkumar, Angel Au-Yeung, Lindsay Ellis)",press,press,"""Artificial Intelligence Extinction Fears Spread to Mainstream America"" (online: America's Great AI Freakout Has Begun): seven pages, no METR, evaluator, Sacks or funder mention",no,,0,https://www.wsj.com/tech/ai/americas-great-ai-freakout-has-begun-c04cf644,Kevin browser PDF 2026-09-14 (research/press-pdfs/) wsj-2026-09-13-americas-great-ai-freakout.pdf,
IF148,2026-09-13,Wall Street Journal editorial board,press,press,"""The Great AI Slowdown?"" editorial: no METR, evaluator, Sacks or funder mention",no,,0,https://www.wsj.com/opinion/the-great-ai-slowdown-d5578546,Kevin browser PDF 2026-09-14 (research/press-pdfs/) wsj-2026-09-13-opinion-the-great-ai-slowdown.pdf,
IF149,2026-09-13,METR (blog edit),evaluator,blog,"METR edited its Aug 26 OpenAI/Hugging Face report post to add two disclosures: ""On Sep 9th (after this report was completed and published on Aug 26th), Ajeya Cotra's spouse Paul Christiano joined OpenAI's Safety and Security Committee"" and ""Ryan Greenblatt is the domestic partner of Beth Barnes, METR's CEO. Beth Barnes was not involved in the decision to engage Ryan Greenblatt, nor was she directly involved in this investigation."" Edit note: ""This post was edited on 9/13/2026 to add footnotes on Ajeya Cotra and Ryan Greenblatt.""",yes,This post was edited on 9/13/2026 to add footnotes on Ajeya Cotra and Ryan Greenblatt.,0,https://metr.org/blog/2026-08-26-openai-hugging-face-incident-investigation/,METR blog refetched first-hand 2026-09-14 08:48 UTC (research/metr-2026-08-26-hf-incident-refetch-2026-09-14.html); agent S7 case study research/hf_case.csv,the only METR statement located during the Sep 12–14 fight that touches its own ties; the 91-page PDF on disk has no such footnotes (HF80–HF83); time of day not stated
